level		chinese		japanese		korean		pos
2	:	審判	:	しんぱん	:	심판, 판결, 심판원	:	verb
2	:	信用	:	しんよう	:	신용, 신용 거래	:	verb
2	:	信頼	:	しんらい	:	신뢰	:	verb
2	:	自衛	:	じえい	:	자위	:	verb
2	:	自殺	:	じさつ	:	자살	:	verb
2	:	持参	:	じさん	:	지참	:	verb
2	:	実感	:	じっかん	:	실감	:	verb
2	:	実験	:	じっけん	:	실험	:	verb
2	:	実施	:	じっし	:	실시	:	verb
2	:	実習	:	じっしゅう	:	실습	:	verb
2	:	実用	:	じつよう	:	실용	:	verb
2	:	渋滞	:	じゅうたい	:	삽체, 정체, 밀림	:	verb
2	:	充電	:	じゅうでん	:	충전	:	verb
2	:	上京	:	じょうきょう	:	상경	:	verb
2	:	上昇	:	じょうしょう	:	상승	:	verb
2	:	上達	:	じょうたつ	:	기능이 향상됨	:	verb
2	:	蒸発	:	じょうはつ	:	증발	:	verb
2	:	炊事	:	すいじ	:	취사	:	verb
2	:	推薦	:	すいせん	:	추천	:	verb
2	:	推定	:	すいてい	:	추정	:	verb
2	:	透き通る·透き徹る	:	すきとお-る	:	비쳐 보이다, 투명하다	:	verb
2	:	救う	:	すく-う	:	구하다, 건지다	:	verb
2	:	優れる·勝れる·傑れる·秀れる	:	すぐ-れる	:	뛰어나다, 우수하다	:	verb
2	:	涼む	:	すず-む	:	시원한 바람을 쐬다	:	verb
2	:		:	すっきり	:	산뜻한 모양, 세련된 모양	:	verb
2	:		:	すっと	:	쑥, 쓱, 후련함, 상쾌함	:	verb
2	:	刷る·摺る	:	す-る	:	박다, 찍다, 인쇄하다	:	verb
2	:	擦れ違う	:	すれちが-う	:	스치듯 지나가다, 엇갈리다	:	verb
2	:		:	ずら-す	:	비키어 놓다	:	verb
2	:		:	ず-れる	:	어긋나다, 벗어나다	:	verb
2	:	正解	:	せいかい	:	정답, 해답	:	verb
2	:	請求	:	せいきゅう	:	청구, 요구	:	verb
2	:	制限	:	せいげん	:	제한	:	verb
2	:	製作	:	せいさく	:	제작	:	verb
2	:	制作	:	せいさく	:	제작	:	verb
2	:	清書	:	せいしょ	:	청서, 정서	:	verb
2	:	製造	:	せいぞう	:	제조	:	verb
2	:	生存	:	せいぞん	:	생존	:	verb
2	:	生長	:	せいちょう	:	생장, 초목 따위가 자람	:	verb
2	:	整備	:	せいび	:	정비	:	verb
2	:	成立	:	せいりつ	:	성립	:	verb
2	:	背負う	:	せお-う	:	짊어지다, 등에 메다	:	verb
2	:	接近	:	せっきん	:	접근	:	verb
2	:	設計	:	せっけい	:	설계	:	verb
2	:	接する	:	せっ-する	:	접하다, 만나다	:	verb
2	:	接待	:	せったい	:	접대	:	verb
2	:	説得	:	せっとく	:	설득	:	verb
2	:	接続	:	せつぞく	:	접속	:	verb
2	:	設備	:	せつび	:	설비, 시설	:	verb
2	:	迫る·逼る	:	せま-る	:	다가오다, 다가가다	:	verb
2	:	責める	:	せ-める	:	비난하다, 나무라다	:	verb
2	:	攻める	:	せ-める	:	공격하다, 진격하다	:	verb
2	:	専制·専政	:	せんせい	:	전제	:	verb
2	:	選定	:	せんてい	:	선정	:	verb
2	:	洗面	:	せんめん	:	세면, 세수	:	verb
2	:	贅沢	:	ぜいたく	:	사치, 또, 비용이 많이 듦	:	verb
2	:	絶滅	:	ぜつめつ	:	절멸, 근절	:	verb
2	:	前後	:	ぜんご	:	앞뒤, 전후함, 정도	:	verb
2	:	前進	:	ぜんしん	:	전진	:	verb
2	:	相違·相異	:	そうい	:	상위, 다름, 틀림	:	verb
2	:	捜査	:	そうさ	:	수사	:	verb
2	:	操作	:	そうさ	:	조작	:	verb
2	:	創作	:	そうさく	:	창작, 꾸며낸 일, 거짓	:	verb
2	:	装置	:	そうち	:	장치	:	verb
2	:	想定	:	そうてい	:	상정	:	verb
2	:	送別	:	そうべつ	:	송별	:	verb
2	:	組織	:	そしき	:	조직	:	verb
2	:	備える	:	そな-える	:	준비하다, 대비하다	:	verb
2	:	剃る	:	そ-る	:	박박 깎다, 면도하다	:	verb
2	:	逸れる	:	そ-れる	:	빗가다, 빗맞다, 벗어나다	:	verb
2	:	損	:	そん	:	손, 손해, 불리함.	:	verb
2	:	尊敬	:	そんけい	:	존경	:	verb
2	:	存在	:	そんざい	:	존재	:	verb
2	:	尊重	:	そんちょう	:	존중	:	verb
2	:	増加	:	ぞうか	:	증가	:	verb
2	:	増減	:	ぞうげん	:	증감	:	verb
2	:	造船	:	ぞうせん	:	조선	:	verb
2	:	増大	:	ぞうだい	:	증대	:	verb
2	:	続出	:	ぞくしゅつ	:	속출	:	verb
2	:	属する	:	ぞく-する	:	딸리다, 맡기다, 부탁하다	:	verb
2	:	存ずる	:	ぞん-ずる	:	‘知る’의 겸사말	:	verb
2	:	退屈	:	たいくつ	:	지루함, 심심하고 따분함	:	verb
2	:	滞在	:	たいざい	:	체재, 체류	:	verb
2	:	対照	:	たいしょう	:	대조	:	verb
2	:	対する	:	たい-する	:	대하다, 마주 보다	:	verb
2	:	対戦	:	たいせん	:	대전	:	verb
2	:	対立	:	たいりつ	:	대립	:	verb
2	:	耕す	:	たがや-す	:	갈다	:	verb
2	:	炊く	:	た-く	:	밥을 짓다, 삶다, 익히다	:	verb
2	:	焚く·焼く	:	た-く	:	불을 때다, 피우다	:	verb
2	:	蓄える·貯える	:	たくわ-える	:	대비해 두다, 저장하다	:	verb
2	:	尋ねる·訊ねる·質ねる	:	たず-ねる	:	찾다, 더듬어 찾다	:	verb
2	:	戦う	:	たたか-う	:	싸우다, 전쟁하다	:	verb
2	:	達する	:	たっ-する	:	달하다, 도달하다	:	verb
2	:	経つ	:	た-つ	:	지나다, 경과하다	:	verb
2	:	例える·譬える·喩える	:	たと-える	:	예를 들다, 비유하다	:	verb
2	:	試す·験す	:	ため-す	:	시험하다, 실지로 해보다	:	verb
2	:	躊躇う	:	ためら-う	:	주저하다, 망설이다	:	verb
2	:	頼る	:	たよ-る	:	의지하다, 의뢰하다	:	verb
2	:	足る	:	た-る	:	만족하다, →たりる	:	verb
2	:	担任	:	たんにん	:	담임	:	verb
2	:	脱線	:	だっせん	:	탈선, 궤도를 벗어나다	:	verb
2	:	妥当	:	だとう	:	타당, 적절	:	verb
2	:		:	だぶだぶ	:	헐렁헐렁, 출렁출렁	:	verb
2	:	黙る	:	だま-る	:	말을 하지 않다, 가만히 있다	:	verb
2	:	断定	:	だんてい	:	단정	:	verb
2	:	誓う	:	ちか-う	:	맹세하다, 서약하다	:	verb
2	:	近寄る	:	ちかよ-る	:	접근하다, 가까이 가다	:	verb
2	:	契る	:	ちぎ-る	:	장래를 굳게 약속하다	:	verb
2	:	千切る	:	ちぎ-る	:	잘라 떼다	:	verb
2	:	縮む	:	ちぢ-む	:	주름이 지다, 줄어들다	:	verb
2	:	縮める	:	ちぢ-める	:	줄어지도록 하다, 줄이다	:	verb
2	:	縮れる	:	ちぢ-れる	:	주름이 져서 오그라지다	:	verb
2	:	抽象	:	ちゅうしょう	:	추상	:	verb
2	:	中立	:	ちゅうりつ	:	중립	:	verb
2	:	彫刻	:	ちょうこく	:	조각	:	verb
2	:	調節	:	ちょうせつ	:	조절	:	verb
2	:	頂戴	:	ちょうだい	:	받음, 주십시오, 주세요	:	verb
2	:	調理	:	ちょうり	:	조리, 요리함	:	verb
2	:	直流	:	ちょくりゅう	:	직류	:	verb
2	:	貯蔵	:	ちょぞう	:	저장	:	verb
2	:	散らす	:	ちら-す	:	흩뜨리다, 어지르다	:	verb
2	:	治療	:	ちりょう	:	치료	:	verb
2	:	追加	:	ついか	:	추가	:	verb
2	:	通学	:	つうがく	:	통학	:	verb
2	:	通ずる	:	つう-ずる	:	통하다, →つうじる	:	verb
2	:	通達	:	つうたつ	:	통달, 통지, 통고, 깊이 통함	:	verb
2	:	通知	:	つうち	:	통지, 알림	:	verb
2	:	通用	:	つうよう	:	통용	:	verb
2	:	突き当(た)る	:	つきあた-る	:	부딪치다, 충돌하다	:	verb
2	:	尽きる	:	つ-きる	:	다하다, 진하다	:	verb
2	:	就く	:	つ-く	:	들다, 오르다, 취임하다	:	verb
2	:	突く	:	つ-く	:	찌르다, 내지르다	:	verb
2	:	点く	:	つ-く	:	불이 켜지다, 붙다, 점화되다	:	verb
2	:	作り出す	:	つくりだ-す	:	만들기 시작하다, 생산하다	:	verb
2	:	造る	:	つく-る	:	만들다, 짓다, 꾸미다	:	verb
2	:	次ぐ·亜ぐ	:	つ-ぐ	:	뒤를 잇다, 버금가다	:	verb
2	:	注ぐ	:	つ-ぐ	:	쏟다, 붓다, 따르다	:	verb
2	:	浸ける	:	つ-ける	:	잠그다, 담그다, 축이다	:	verb
2	:	点ける	:	つ-ける	:	붙이다, 스위치를 틀어 켜다	:	verb
2	:	着ける	:	つ-ける	:	대다, 갖다 붙이다	:	verb
2	:	突っ込む	:	つっこ-む	:	돌입하다, 깊이 파고들다	:	verb
2	:	努める·勉める	:	つと-める	:	힘쓰다, 노력하다, 애쓰다	:	verb
2	:	務める	:	つと-める	:	역을 맡다, 역할을 다하다	:	verb
2	:	繋がる・繫がる	:	つなが-る	:	이어지다, 연결되다	:	verb
2	:	繫げる	:	つな-げる	:	잇다, 연결하다, →つなぐ	:	verb
2	:	抓る	:	つね-る	:	꼬집다	:	verb
2	:	躓く	:	つまず-く	:	발이 걸려 넘어지다	:	verb
2	:	詰(ま)る	:	つま-る	:	가득 차다, 잔뜩 쌓이다	:	verb
2	:	詰める	:	つ-める	:	채우다, 막다, 대기하다	:	verb
2	:	釣(り)合う	:	つりあ-う	:	균형이 잡히다, 어울리다	:	verb
2	:	吊る	:	つ-る	:	달다, 드리우다, 치다	:	verb
2	:	吊(る)す	:	つる-す	:	달아매다, 매달다	:	verb
2	:	抵抗	:	ていこう	:	저항	:	verb
2	:	停止	:	ていし	:	정지	:	verb
2	:	手入れ	:	ていれ	:	고침, 손질함, 단속	:	verb
2	:	手書き·手描	:	てがき	:	수서, 글씨를 손으로 씀	:	verb
2	:	適する	:	てき-する	:	알맞다, 적당하다, 합당하다	:	verb
2	:	適用	:	てきよう	:	적용	:	verb
2	:	徹底	:	てってい	:	철저	:	verb
2	:	徹夜	:	てつや	:	철야, 밤새움	:	verb
2	:	照(ら)す	:	てら-す	:	빛을 비추다, 대조하다	:	verb
2	:	照る	:	て-る	:	비치다, 아름답게 빛나다	:	verb
2	:	添加	:	てんか	:	첨가	:	verb
2	:	展開	:	てんかい	:	전개, 타개	:	verb
2	:	転転	:	てんてん	:	전전, 굴러감	:	verb
2	:	添付·添附	:	てんぷ	:	첨부	:	verb
2	:	出くわす·出会す	:	でくわ-す	:	만나다, 맞닥뜨리다	:	verb
2	:	凸凹	:	でこぼこ	:	요철, 울퉁불퉁, 불균형	:	verb
2	:	問い掛ける	:	といか-ける	:	묻다, 질문을 걸다	:	verb
2	:	統一	:	とういつ	:	통일	:	verb
2	:	投書	:	とうしょ	:	투서, 투고	:	verb
2	:	投票	:	とうひょう	:	투표	:	verb
2	:	等分	:	とうぶん	:	등분	:	verb
2	:	登録	:	とうろく	:	등록	:	verb
2	:	討論	:	とうろん	:	토론	:	verb
2	:	通す	:	とお-す	:	통하게 하다, 내다, 뚫다	:	verb
2	:	通りかかる·通り掛(か)る	:	とおりかか-る	:	지나가다, 마침 지나가다	:	verb
2	:	尖る	:	とが-る	:	뾰족해지다, 예민해지다	:	verb
2	:	解く	:	と-く	:	(매듭 등을) 풀다	:	verb
2	:	特定	:	とくてい	:	특정	:	verb
2	:	溶(け)込む·解(け)込む·融け込む	:	とけこ-む	:	용해하다, 융화하다	:	verb
2	:	解ける	:	と-ける	:	풀리다, 끌러지다, 해제되다	:	verb
2	:	溶ける·解ける·融ける	:	と-ける	:	녹다, 풀리다	:	verb
2	:	整う·斉う	:	ととの-う	:	컨디션이 좋아지다	:	verb
2	:	止まる·留まる·停まる	:	とどま-る	:	머물다, 체재하다	:	verb
2	:	跳ぶ	:	と-ぶ	:	뛰다, 도약하다, 뛰어넘다	:	verb
2	:	留(ま)る	:	とま-る	:	머물다, 붙박이다	:	verb
2	:	留める	:	と-める	:	만류하다, 고정시키다	:	verb
2	:	伴う	:	ともな-う	:	함께 가다, 따라가다	:	verb
2	:	捕(ら)える·捉える	:	とら-える	:	잡다, 붙잡다, 받아들이다	:	verb
2	:	取(り)上げる	:	とりあ-げる	:	집어 들다, 들어 올리다	:	verb
2	:	取(り)入れる	:	とりい-れる	:	안에 넣다, 받아들이다	:	verb
2	:	捕る	:	と-る	:	잡다	:	verb
2	:	退く	:	ど-く	:	물러나다, 비키다	:	verb
2	:	退ける	:	ど-ける	:	치우다, 비키다, 물리치다	:	verb
2	:	怒鳴る·呶鳴る	:	どな-る	:	고함치다, 호통치다	:	verb
2	:	長生き	:	ながいき	:	장수	:	verb
2	:	長引く	:	ながび-く	:	오래 끌다, 지연되다	:	verb
2	:	眺める	:	なが-める	:	바라보다, 전망하다	:	verb
2	:	慰める	:	なぐさ-める	:	위로하다, 달래다	:	verb
2	:	殴る·撲る·擲る	:	なぐ-る	:	세게 때리다	:	verb
2	:	為す·作す	:	な-す	:	하다, 행하다	:	verb
2	:	納得	:	なっとく	:	납득, 이해	:	verb
2	:	撫でる	:	な-でる	:	어루만지다, 쓰다듬다	:	verb
2	:	生る	:	な-る	:	열리다, 맺히다	:	verb
2	:	成る	:	な-る	:	되다, 이루어지다	:	verb
2	:	馴れる	:	な-れる	:	친숙해지다, 따르다	:	verb
2	:	煮える	:	に-える	:	삶아지다, 익다	:	verb
2	:	匂う	:	にお-う	:	냄새가 나다, 향기가 나다	:	verb
2	:	逃(が)す	:	にが-す	:	놓아 주다, 놓치다	:	verb
2	:	握り締める	:	にぎりし-める	:	꽉 쥐다	:	verb
2	:	憎む	:	にく-む	:	미워하다, 증오하다	:	verb
2	:		:	にこにこ	:	생긋생긋, 싱글벙글	:	verb
2	:	濁る	:	にご-る	:	탁하게 되다, 흐려지다	:	verb
2	:	入荷	:	にゅうか	:	입하	:	verb
2	:	縫う	:	ぬ-う	:	꿰매다, 바느질하다	:	verb
2	:	捩る·捻る·拗る	:	ねじ-る	:	비틀다, 뒤틀다, 쥐어짜다	:	verb
2	:	熱する	:	ねっ-する	:	뜨겁게 하다, 열하다	:	verb
2	:	値引き	:	ねびき	:	값을 깎음, 깎아 줌	:	verb
2	:	狙う	:	ねら-う	:	겨누다, 겨냥하다	:	verb
2	:	納税	:	のうぜい	:	납세	:	verb
2	:	納付·納附	:	のうふ	:	납부	:	verb
2	:	逃す	:	のが-す	:	놓치다	:	verb
2	:	覗く·窺く·覘く	:	のぞ-く	:	엿보다, 들여다 보다	:	verb
2	:	望む	:	のぞ-む	:	바라다, 소망하다,	:	verb
2	:	述べる	:	の-べる	:	말하다, 진술하다, 기술하다	:	verb
2	:	昇る	:	のぼ-る	:	높이 올라가다	:	verb
2	:	乗り過(ご)す	:	のりすご-す	:	지나치다, 실수하다	:	verb
2	:	配分	:	はいぶん	:	배분	:	verb
2	:	生える	:	は-える	:	나다	:	verb
2	:	墓参り	:	はかまいり	:	성묘	:	verb
2	:	計る	:	はか-る	:	상의하다, 헤아리다	:	verb
2	:	剝がす	:	はが-す	:	벗기다, 떼다	:	verb
2	:	吐く	:	は-く	:	토하다, 뱉다, 내뿜다	:	verb
2	:	挟まる	:	はさま-る	:	틈에 끼이다	:	verb
2	:	挟む·挿む	:	はさ-む	:	끼다, 사이에 두다, 집다	:	verb
2	:	破産	:	はさん	:	파산	:	verb
2	:	外れる	:	はず-れる	:	빠지다, 벗겨지다	:	verb
2	:	発揮	:	はっき	:	발휘	:	verb
2	:	発掘	:	はっくつ	:	발굴	:	verb
2	:	発行	:	はっこう	:	발행	:	verb
2	:	発射	:	はっしゃ	:	발사	:	verb
2	:	話しかける·話し掛ける	:	はなしか-ける	:	이야기를 걸다	:	verb
2	:	話(し)込む	:	はなしこ-む	:	이야기에 열중하다	:	verb
2	:	離す	:	はな-す	:	떼다, 풀다, 옮기다	:	verb
2	:	放す	:	はな-す	:	놓다, 풀어놓다, 놓아주다	:	verb
2	:	放れる	:	はな-れる	:	놓이다, 풀리다, 발사되다	:	verb
2	:	離れる	:	はな-れる	:	떨어지다	:	verb
2	:	跳ねる	:	は-ねる	:	뛰다, 뛰어오르다, 튀다	:	verb
2	:	省く	:	はぶ-く	:	덜다, 생략하다, 줄이다	:	verb
2	:	塡める·嵌める	:	は-める	:	끼우다, 끼다, 빠뜨리다	:	verb
2	:	早起き	:	はやおき	:	일찍 일어남, 또, 그러한 사람	:	verb
2	:	流行る	:	はや-る	:	유행하다, 인기가 있다	:	verb
2	:	払(い)込む	:	はらいこ-む	:	납입하다, 돈을 붓다	:	verb
2	:	張り切る	:	はりき-る	:	팽팽히 켕기다, 긴장하다	:	verb
2	:	反映	:	はんえい	:	반영	:	verb
2	:	反抗	:	はんこう	:	반항	:	verb
2	:	判断	:	はんだん	:	판단	:	verb
2	:	反応	:	はんのう	:	반응	:	verb
2	:	反論	:	はんろん	:	반론, 논박	:	verb
2	:	爆発	:	ばくはつ	:	폭발	:	verb
2	:	罰する	:	ばっ-する	:	벌하다, 벌주다, 처벌하다	:	verb
2	:	万歳	:	ばんざい	:	만세	:	verb
2	:	比較	:	ひかく	:	비교	:	verb
2	:	引(き)返す	:	ひきかえ-す	:	되돌아가다, 도서다	:	verb
2	:	引(き)止める·引(き)留める	:	ひきと-める	:	만류하다, 말리다	:	verb
2	:	轢く	:	ひ-く	:	치다	:	verb
2	:	引っ掛かる	:	ひっかか-る	:	걸리다	:	verb
2	:	引っ繰り返す	:	ひっくりかえ-す	:	뒤집다, 뒤엎다	:	verb
2	:	ひっくり返る·引繰り返る	:	ひっくりかえ-る	:	뒤집히다, 거꾸로 되다	:	verb
2	:	引(っ)込む	:	ひっこ-む	:	안으로 들어가다	:	verb
2	:	引(っ)張る	:	ひっぱ-る	:	끌다, 끌어당기다	:	verb
2	:	否定	:	ひてい	:	부정	:	verb
2	:	一眠り	:	ひとねむり	:	한숨 잠, 한잠	:	verb
2	:	一休み	:	ひとやすみ	:	잠깐 쉼	:	verb
2	:	非難·批難	:	ひなん	:	비난	:	verb
2	:	拈る·捻る	:	ひね-る	:	비틀다, 틀다	:	verb
2	:	批判	:	ひはん	:	비판	:	verb
2	:	批評	:	ひひょう	:	비평	:	verb
2	:	響く	:	ひび-く	:	울리다, 울려 퍼지다	:	verb
2	:	評価	:	ひょうか	:	평가	:	verb
2	:	評論	:	ひょうろん	:	평론	:	verb
2	:	疲労	:	ひろう	:	피로, 비유적으로	:	verb
2	:	広広	:	ひろびろ	:	널찍한 모양	:	verb
2	:	広める·弘める	:	ひろ-める	:	넓히다, 보급시키다	:	verb
2	:	普及	:	ふきゅう	:	보급	:	verb
2	:	複写	:	ふくしゃ	:	복사, 카피	:	verb
2	:	服従	:	ふくじゅう	:	복종	:	verb
2	:	含む	:	ふく-む	:	포함하다, 함유하다	:	verb
2	:	含める	:	ふく-める	:	포함시키다, 품게 하다	:	verb
2	:	膨らます·脹らます	:	ふくらま-す	:	부풀게 하다, 부풀리다	:	verb
2	:	膨らむ·脹らむ	:	ふくら-む	:	부풀다, 부풀어 오르다	:	verb
2	:	更ける·深ける	:	ふ-ける	:	깊어지다, 한창이다	:	verb
2	:	塞がる	:	ふさが-る	:	막히다, 메다, 닫히다, 차다	:	verb
2	:	塞ぐ	:	ふさ-ぐ	:	막다, 틀어막다, 가리다	:	verb
2	:	巫山戯る	:	ふざ-ける	:	희룽거리다, 농하다	:	verb
2	:	不自由	:	ふじゆう	:	부자유, 자유롭지 못함,	:	verb
2	:	防ぐ	:	ふせ-ぐ	:	막다, 방어하다	:	verb
2	:	付属·附属	:	ふぞく	:	부속	:	verb
2	:	負担	:	ふたん	:	부담	:	verb
2	:	振(り)向く	:	ふりむ-く	:	돌아보다	:	verb
2	:	振(る)舞う	:	ふるま-う	:	행동하다, 대접하다	:	verb
2	:	触れる	:	ふ-れる	:	접촉하다, 닿다, 들어오다	:	verb
2	:		:	ふわふわ	:	둥실둥실, 둥둥, 푹신푹신	:	verb
2	:	噴火	:	ふんか	:	분화	:	verb
2	:	無沙汰	:	ぶさた	:	왕래가 오랫동안 끊어짐	:	verb
2	:	打つ	:	ぶ-つ	:	때리다, 치다	:	verb
2	:	ぶら下がる	:	ぶらさが-る	:	매달리다, 축 늘어지다	:	verb
2	:	ぶら下げる	:	ぶらさ-げる	:	축 늘어뜨리다, 매달다	:	verb
2	:	分解	:	ぶんかい	:	분해	:	verb
2	:	分析	:	ぶんせき	:	분석	:	verb
2	:	分布	:	ぶんぷ	:	분포	:	verb
2	:	分類	:	ぶんるい	:	분류	:	verb
2	:	閉会	:	へいかい	:	폐회	:	verb
2	:	凹む	:	へこ-む	:	욱다, 움푹 패다, 굴복하다	:	verb
2	:	隔たる·距たる	:	へだた-る	:	떨어지다, 지나다, 경과하다	:	verb
2	:	隔てる·距てる	:	へだ-てる	:	사이를 떼다, 사이에 두다	:	verb
2	:	綜る	:	へる	:	날실을 베틀에 걸다	:	verb
2	:	返品	:	へんぴん	:	반품	:	verb
2	:	放出	:	ほうしゅつ	:	방출, 세차게 내뿜음	:	verb
2	:	包装	:	ほうそう	:	포장	:	verb
2	:	訪問	:	ほうもん	:	방문	:	verb
2	:	放る·抛る	:	ほう-る	:	멀리 내던지다, 던지다	:	verb
2	:	吠える·吼える	:	ほ-える	:	짖다, 으르렁거리다	:	verb
2	:	保証	:	ほしょう	:	보증	:	verb
2	:	掘る	:	ほ-る	:	파다, 구멍을 뚫다, 캐다	:	verb
2	:	彫る	:	ほ-る	:	새기다, 조각하다	:	verb
2	:	冒険	:	ぼうけん	:	모험	:	verb
2	:	暴行	:	ぼうこう	:	폭행, 강간, 난폭한 행위	:	verb
2	:	防止	:	ぼうし	:	방지	:	verb
2	:	募集	:	ぼしゅう	:	모집	:	verb
2	:	蒔く·播く	:	ま-く	:	뿌리다, 원인을 만들다	:	verb
2	:	撒く	:	ま-く	:	뿌리다, 살포하다	:	verb
2	:	摩擦	:	まさつ	:	마찰	:	verb
2	:	混じる·交じる·雑じる	:	まじ-る	:	섞이다, 혼입하다, 사귀다	:	verb
2	:	増す·益す	:	ま-す	:	커지다, 많아지다	:	verb
2	:	交ぜる·雑ぜる	:	ま-ぜる	:	섞다	:	verb
2	:	跨ぐ	:	また-ぐ	:	가랑이를 벌리고 서다	:	verb
2	:	祭る·祠る·祀る·奠る	:	まつ-る	:	제사 지내다, 혼령을 모시다	:	verb
2	:	真似る	:	ま-ねる	:	흉내내다, 모방하다	:	verb
2	:	回す·廻す	:	まわ-す	:	돌리다, 회전시키다	:	verb
2	:	万引(き)	:	まんびき	:	물건을 사는 체하고 훔침	:	verb
2	:	乱れる·紊れる	:	みだ-れる	:	어지러워지다, 흐트러지다	:	verb
2	:	満ちる·充ちる	:	み-ちる	:	차다, 그득 차다	:	verb
2	:	見詰める	:	みつ-める	:	응시하다, 주시하다	:	verb
2	:	認める	:	みと-める	:	인정하다, 인지하다	:	verb
2	:	見慣れる·見馴れる	:	みな-れる	:	늘 보아서 익숙하다, 눈익다	:	verb
2	:	実る·稔る	:	みの-る	:	열매를 맺다, 여물다	:	verb
2	:	向かう	:	むか-う	:	향하다, 면하다, 보다	:	verb
2	:	剝く	:	む-く	:	벗기다, 까다	:	verb
2	:	向ける	:	む-ける	:	향하다, 돌리다, 돌려쓰다	:	verb
2	:	矛盾	:	むじゅん	:	모순	:	verb
2	:	命じる	:	めい-じる	:	명령하다, →めいずる	:	verb
2	:	命ずる	:	めい-ずる	:	명하다, 명령하다	:	verb
2	:	命令	:	めいれい	:	명령	:	verb
2	:	恵まれる	:	めぐま-れる	:	혜택받다, 베풂을 받다	:	verb
2	:	巡る·回る·廻る·周る·繞る	:	めぐ-る	:	돌다, 순환·순회하다	:	verb
2	:	目指す·目差す	:	めざ-す	:	지향하다, 목표로 하다	:	verb
2	:	儲かる	:	もうか-る	:	벌이가 되다, 이가 남다	:	verb
2	:	儲ける	:	もう-ける	:	벌다, 이익을 보다	:	verb
2	:	申し訳	:	もうしわけ	:	변명, 해명	:	verb
2	:	潜る	:	もぐ-る	:	잠입하다, 잠수하다	:	verb
2	:	凭れる·靠れる	:	もた-れる	:	기대다, 의지하다	:	verb
2	:	持(ち)上げる	:	もちあ-げる	:	들어 올리다, 치켜세우다	:	verb
2	:	用いる	:	もち-いる	:	쓰다, 사용하다, 이용하다	:	verb
2	:	基づく	:	もとづ-く	:	기초를 두다, 의거하다	:	verb
2	:	求める	:	もと-める	:	구하다, 바라다	:	verb
2	:	物語る	:	ものがた-る	:	말하다, 이야기하다	:	verb
2	:	紅葉	:	もみじ	:	단풍, 사슴 고기	:	verb
2	:	揉む	:	も-む	:	비비다, 문질러 비비대다	:	verb
2	:	問答	:	もんどう	:	문답, 논쟁	:	verb
2	:	訳す	:	やく-す	:	번역하다, 해석하다	:	verb
2	:	夜行	:	やこう	:	야행, 밤에 감	:	verb
2	:	休まる·安まる	:	やすま-る	:	편안해지다	:	verb
2	:	野生	:	やせい	:	야생, 소생	:	verb
2	:	遣っ付ける	:	やっつ-ける	:	해치우다	:	verb
2	:	遣って来る	:	やって-くる	:	다가오다, 찾아오다	:	verb
2	:	雇う·傭う	:	やと-う	:	고용하다, 세내다	:	verb
2	:	破く	:	やぶ-く	:	찢다	:	verb
2	:	敗れる	:	やぶ-れる	:	지다, 패배하다	:	verb
2	:	辞める·罷める	:	や-める	:	그만두다, 사직하다	:	verb
2	:	遺言	:	ゆいごん	:	유언	:	verb
2	:	言う	:	ゆ-う	:	말하다, →いう	:	verb
2	:	優勝	:	ゆうしょう	:	우승	:	verb
2	:	輸血	:	ゆけつ	:	수혈	:	verb
2	:	譲る	:	ゆず-る	:	양도하다, 물려주다	:	verb
2	:	輸送	:	ゆそう	:	수송	:	verb
2	:	油断	:	ゆだん	:	방심, 부주의	:	verb
2	:		:	よいしょ	:	치켜세우다, 부추기다	:	verb
2	:	用心·要心	:	ようじん	:	조심, 주의, 경계	:	verb
2	:	予感	:	よかん	:	예감	:	verb
2	:	予期	:	よき	:	예기	:	verb
2	:	予告	:	よこく	:	예고	:	verb
2	:	横道·横路	:	よこみち	:	샛길로 빠짐, 옆길, 간도	:	verb
2	:	止す	:	よ-す	:	중지하다, 그만두다	:	verb
2	:	寄せる	:	よ-せる	:	밀려오다, 바싹 옆으로 대다	:	verb
2	:	予選	:	よせん	:	예선	:	verb
2	:	予測	:	よそく	:	예측	:	verb
2	:	呼び掛ける	:	よびか-ける	:	소리를 지르다, 부르다	:	verb
2	:	因る	:	よ-る	:	인하다, 말미암다, 원인이 되다	:	verb
2	:	来日	:	らいにち	:	내일, 외국인이 일본에 옴	:	verb
2	:	落選	:	らくせん	:	낙선	:	verb
2	:	落第	:	らくだい	:	낙제, 불합격, 또, 유급	:	verb
2	:	乱暴	:	らんぼう	:	난폭	:	verb
2	:	略す	:	りゃく-す	:	간단히 하다, 생략하다	:	verb
2	:	領収	:	りょうしゅう	:	영수	:	verb
2	:	連合·聯合	:	れんごう	:	연합	:	verb
2	:	連想·聯想	:	れんそう	:	연상	:	verb
2	:	連続	:	れんぞく	:	연속	:	verb
2	:	労働	:	ろうどう	:	노동	:	verb
2	:	露出	:	ろしゅつ	:	노출	:	verb
2	:	論ずる	:	ろん-ずる	:	논하다	:	verb
2	:	論争	:	ろんそう	:	논쟁	:	verb
2	:	涌く·湧く	:	わ-く	:	솟다, 샘솟다, 솟아나다	:	verb
2	:		:	わくわく	:	울렁울렁, 두근두근	:	verb
2	:	詫びる	:	わ-びる	:	사죄하다, 사과하다	:	verb
2	:		:	オーバー	:	오버, 초과함, 과장됨	:	verb
2	:		:	コーチ	:	코치	:	verb
